date;10Drawdown
06/05/2017;0.012073584
06/05/2017;0.022896401
06/05/2017;0.021292476
06/05/2017;0.02677378
06/05/2017;0.01286492
06/05/2017;0.018548963
06/05/2017;0.010562854
06/05/2017;0.0044578
06/05/2017;0.001889231
06/05/2017;0.006830989
06/05/2017;0.016397316
06/05/2017;0.009478855
06/05/2017;0.009710206
06/05/2017;0.010530154
06/05/2017;0.008572253
06/05/2017;0.019722886
06/05/2017;0.016511765
06/05/2017;0.007021465
06/05/2017;0.004080935
06/05/2017;0.002369918
06/05/2017;0.001863889
06/05/2017;0
06/05/2017;0
07/05/2017;0.001984979
07/05/2017;0.000671438
07/05/2017;0.007002836
07/05/2017;0.007120175
07/05/2017;0.004498797
07/05/2017;0.001786155
07/05/2017;0.001054418
07/05/2017;0.003976477
07/05/2017;0.002121059
07/05/2017;0.001083753
07/05/2017;0.000193935
07/05/2017;0
07/05/2017;0
07/05/2017;0
07/05/2017;0
07/05/2017;0.001020254
07/05/2017;0.000800932
07/05/2017;0
07/05/2017;0.000727309
07/05/2017;0.006928745
07/05/2017;0
07/05/2017;0
07/05/2017;0
07/05/2017;0
07/05/2017;0
07/05/2017;0
07/05/2017;0
07/05/2017;0.001414463
07/05/2017;0.000842986
07/05/2017;0
07/05/2017;0
07/05/2017;0
07/05/2017;0.005893145
07/05/2017;0.012281939
07/05/2017;0.006929986
07/05/2017;0.007089383
07/05/2017;0.003228933
07/05/2017;0.009519053
07/05/2017;0.01013463
07/05/2017;0.010612822
07/05/2017;0.011564651
07/05/2017;0.019444189
07/05/2017;0.022547123
07/05/2017;0.041963228
07/05/2017;0
07/05/2017;0
07/05/2017;0.008361331
07/05/2017;0.019282193
08/05/2017;0.033553204
08/05/2017;0.027978244
08/05/2017;0
08/05/2017;0
08/05/2017;0.012588407
08/05/2017;0.022494136
08/05/2017;0.00565014
08/05/2017;0.010008485
08/05/2017;0.026507512
08/05/2017;0.060334957
08/05/2017;0.046627971
08/05/2017;0.031710661
08/05/2017;0
08/05/2017;0
08/05/2017;0.013879701
08/05/2017;0.01260612
08/05/2017;0.004791957
08/05/2017;0.012442915
08/05/2017;0.006236029
08/05/2017;0
08/05/2017;0.003949436
08/05/2017;0.006428369
08/05/2017;0.01500655
08/05/2017;0.009559001
08/05/2017;0.025656078
08/05/2017;0.019811116
08/05/2017;0.002304564
08/05/2017;0
08/05/2017;0.002967442
08/05/2017;0
08/05/2017;0
08/05/2017;0
08/05/2017;0
08/05/2017;0
08/05/2017;0
08/05/2017;0.072183593
08/05/2017;0.031704836
08/05/2017;0.029980713
08/05/2017;0.098714032
08/05/2017;0
08/05/2017;0
08/05/2017;0
08/05/2017;0
08/05/2017;0.012074371
08/05/2017;0.018068935
08/05/2017;0.028264906
08/05/2017;0.016247568
08/05/2017;0.019291151
09/05/2017;0.024070245
09/05/2017;0.027442532
09/05/2017;0.072733227
09/05/2017;0.029799269
09/05/2017;0.031365522
09/05/2017;0.032259647
09/05/2017;0
09/05/2017;0
09/05/2017;0.018876016
09/05/2017;0.020350956
09/05/2017;0.031830202
09/05/2017;0.055185909
09/05/2017;0.093357222
09/05/2017;0.147697411
09/05/2017;0
09/05/2017;0.012815884
09/05/2017;0
09/05/2017;0.040273693
09/05/2017;0
09/05/2017;0
09/05/2017;0
09/05/2017;0.00900928
09/05/2017;0
09/05/2017;0
09/05/2017;0
09/05/2017;0.01433565
09/05/2017;0.01553266
09/05/2017;0.013748854
09/05/2017;0.010161498
09/05/2017;0.003865143
09/05/2017;0.005851436
09/05/2017;0.004246699
09/05/2017;0.008833629
09/05/2017;0.029135044
09/05/2017;0.035177028
09/05/2017;0.042114359
09/05/2017;0.03527391
09/05/2017;0.011735012
09/05/2017;0.006422162
09/05/2017;0
09/05/2017;0.001718025
09/05/2017;0
09/05/2017;0.020909444
09/05/2017;0.014585167
09/05/2017;0.02547927
09/05/2017;0.020107058
09/05/2017;0.026461622
09/05/2017;0.017239888
10/05/2017;0.028457053
10/05/2017;0
10/05/2017;0
10/05/2017;0
10/05/2017;0
10/05/2017;0
10/05/2017;0
10/05/2017;0.007823348
10/05/2017;0.011311855
10/05/2017;0.009615898
10/05/2017;0
10/05/2017;0
10/05/2017;0.0073439
10/05/2017;0.008901721
10/05/2017;0.00863656
10/05/2017;0.004989776
10/05/2017;0.002052544
10/05/2017;0
10/05/2017;0
10/05/2017;0.009334337
10/05/2017;0.006848215
10/05/2017;0
10/05/2017;0.006457238
10/05/2017;0.009520182
10/05/2017;0.065074677
10/05/2017;0.035155033
10/05/2017;0.038928997
10/05/2017;0.044372291
10/05/2017;0.028879307
10/05/2017;0.037987739
10/05/2017;0.037820035
10/05/2017;0.024695624
10/05/2017;0.00967002
10/05/2017;0.023706451
10/05/2017;0
10/05/2017;0.00690658
10/05/2017;0.015496119
10/05/2017;0.006229759
10/05/2017;0.014446493
10/05/2017;0.014329473
10/05/2017;0
10/05/2017;0.003042059
10/05/2017;0.003304048
10/05/2017;0.000605827
10/05/2017;0.002650836
10/05/2017;0.003888337
10/05/2017;0
10/05/2017;0
11/05/2017;0
11/05/2017;0.019843189
11/05/2017;0
11/05/2017;0.006625067
11/05/2017;0.012432508
11/05/2017;0.044357766
11/05/2017;0.011833424
11/05/2017;0.043465254
11/05/2017;0.059772318
11/05/2017;0.044132728
11/05/2017;0.028992501
11/05/2017;0.02629739
11/05/2017;0.037970727
11/05/2017;0.041135783
11/05/2017;0.040156159
11/05/2017;0.026072734
11/05/2017;0.023626349
11/05/2017;0.029510204
11/05/2017;0.025830884
11/05/2017;0.01963488
11/05/2017;0.007193585
11/05/2017;0.012238035
11/05/2017;0.013206578
11/05/2017;0.005509809
11/05/2017;0.006365643
11/05/2017;0.003993762
11/05/2017;0.003221983
11/05/2017;0.00519957
11/05/2017;0.016619214
11/05/2017;0.018726321
11/05/2017;0.027832923
11/05/2017;0.025288729
11/05/2017;0.027433661
11/05/2017;0.018621635
11/05/2017;0.013700593
11/05/2017;0.014190023
11/05/2017;0.007699444
11/05/2017;0.021185314
11/05/2017;0.018595272
11/05/2017;0.011411239
11/05/2017;0.004243634
11/05/2017;0.011417352
11/05/2017;0.011849089
11/05/2017;0.013470206
11/05/2017;0.017123162
11/05/2017;0.012062283
11/05/2017;0.011618702
11/05/2017;0.003450078
12/05/2017;0.001640984
12/05/2017;0.001616914
12/05/2017;0
12/05/2017;0
12/05/2017;0
12/05/2017;0
12/05/2017;0
12/05/2017;0
12/05/2017;0
12/05/2017;0
12/05/2017;0.023945296
12/05/2017;0.019575007
12/05/2017;0.016325111
12/05/2017;0.011950139
12/05/2017;0.0174365
12/05/2017;0.016824984
12/05/2017;0.03308635
12/05/2017;0.02956887
12/05/2017;0.031491293
12/05/2017;0.026224978
12/05/2017;0.028578127
12/05/2017;0.032012055
12/05/2017;0.022339436
12/05/2017;0.021358056
12/05/2017;0.020743659
12/05/2017;0.018144534
12/05/2017;0.018948365
12/05/2017;0.015977936
12/05/2017;0.017885594
12/05/2017;0.006532925
12/05/2017;0.00608023
12/05/2017;0.016132076
12/05/2017;0.0003623
12/05/2017;0.000867215
12/05/2017;0.002921089
12/05/2017;0
12/05/2017;0
12/05/2017;0.007224767
12/05/2017;0.007723212
12/05/2017;0
12/05/2017;0
12/05/2017;0.01628752
12/05/2017;0.012999921
12/05/2017;0.020249796
12/05/2017;0.019320225
12/05/2017;0.019092403
12/05/2017;0.012672954
12/05/2017;0.012269695
13/05/2017;0.011168203
13/05/2017;0.008030376
13/05/2017;0.020079281
13/05/2017;0.015251422
13/05/2017;0.023422429
13/05/2017;0.01957547
13/05/2017;0.015645891
13/05/2017;0.017093687
13/05/2017;0.018052438
13/05/2017;0.021892013
13/05/2017;0.019252371
13/05/2017;0.017773285
13/05/2017;0.012557285
13/05/2017;0.017585895
13/05/2017;0.013928085
13/05/2017;0.016728749
13/05/2017;0.021201164
13/05/2017;0.019910875
13/05/2017;0.023341215
13/05/2017;0.028678861
13/05/2017;0.028465453
13/05/2017;0.028619092
13/05/2017;0.034857831
13/05/2017;0.060655867
13/05/2017;0.012826945
13/05/2017;0.01145052
13/05/2017;0.012590685
13/05/2017;0.010147926
13/05/2017;0.039440992
13/05/2017;0
13/05/2017;0
13/05/2017;0
13/05/2017;0.008298028
13/05/2017;0.01045694
13/05/2017;0.011773006
13/05/2017;0.007590092
13/05/2017;0.006498074
13/05/2017;0.004280311
13/05/2017;0.005218834
13/05/2017;0.014996404
13/05/2017;0.01797235
13/05/2017;0.032862753
13/05/2017;0.026898814
13/05/2017;0.031951418
13/05/2017;0.023557025
13/05/2017;0.030850108
13/05/2017;0.023534655
13/05/2017;0.021866514
14/05/2017;0.02892488
14/05/2017;0.02380482
14/05/2017;0.013124176
14/05/2017;0.010227042
14/05/2017;0.014332864
14/05/2017;0.014155278
14/05/2017;0.016049531
14/05/2017;0.015455856
14/05/2017;0.018680286
14/05/2017;0.023628955
14/05/2017;0.016303521
14/05/2017;0.02069121
14/05/2017;0.021940853
14/05/2017;0.026424218
14/05/2017;0.027338305
14/05/2017;0.026654116
14/05/2017;0.024569887
14/05/2017;0.030862842
14/05/2017;0.032132102
14/05/2017;0.02477535
14/05/2017;0.020965849
14/05/2017;0.017108854
14/05/2017;0.016841098
14/05/2017;0.017045873
14/05/2017;0.020509149
14/05/2017;0.023786236
14/05/2017;0.021412568
14/05/2017;0.025326693
14/05/2017;0.025407571
14/05/2017;0.02550841
14/05/2017;0.023219061
14/05/2017;0.024419489
14/05/2017;0.027731335
14/05/2017;0.024685524
14/05/2017;0.026411484
14/05/2017;0.022735173
14/05/2017;0.027067452
14/05/2017;0.029742259
14/05/2017;0.021710266
14/05/2017;0.029305177
14/05/2017;0.035406435
14/05/2017;0.018686137
14/05/2017;0.02364926
14/05/2017;0.026300665
14/05/2017;0.020845393
14/05/2017;0.02292859
14/05/2017;0.024590192
14/05/2017;0.027836648
15/05/2017;0.026109312
15/05/2017;0.06033941
15/05/2017;0
15/05/2017;0
15/05/2017;0
15/05/2017;0
15/05/2017;0
15/05/2017;0.002122315
15/05/2017;0.000200463
15/05/2017;0
15/05/2017;0.002950647
15/05/2017;0.005417665
15/05/2017;0.005035648
15/05/2017;0
15/05/2017;0
15/05/2017;0
15/05/2017;0
15/05/2017;0
15/05/2017;0.008884531
15/05/2017;0.00897745
15/05/2017;0.015316574
15/05/2017;0.015412397
15/05/2017;0.011955511
15/05/2017;0
15/05/2017;0.006749338
15/05/2017;0.00678792
15/05/2017;0.010744229
15/05/2017;0.0163387
15/05/2017;0.010760474
15/05/2017;0.022053561
15/05/2017;0.035229362
15/05/2017;0.030302107
15/05/2017;0.031977403
15/05/2017;0.032820998
15/05/2017;0.038691349
15/05/2017;0.038562257
15/05/2017;0.030634846
15/05/2017;0.034330359
15/05/2017;0.032912087
15/05/2017;0.023085137
15/05/2017;0.028433319
15/05/2017;0.021733297
15/05/2017;0.025311032
15/05/2017;0.017937991
15/05/2017;0.017899699
15/05/2017;0.018492072
15/05/2017;0.030559421
15/05/2017;0.038376306
16/05/2017;0.022857703
16/05/2017;0.006773416
16/05/2017;0.008164128
16/05/2017;0.013610072
16/05/2017;0.021477724
16/05/2017;0.009971707
16/05/2017;0
16/05/2017;0.002008527
16/05/2017;0.000947203
16/05/2017;0
16/05/2017;0.007802344
16/05/2017;0.003026521
16/05/2017;0.008685827
16/05/2017;0
16/05/2017;0.006812141
16/05/2017;0.009139209
16/05/2017;0.011884103
16/05/2017;0.009627621
16/05/2017;0.017184332
16/05/2017;0.016918211
16/05/2017;0.037975963
16/05/2017;0.01603076
16/05/2017;0.007075416
16/05/2017;0
16/05/2017;0.012237225
16/05/2017;0.001790155
16/05/2017;0.005155612
16/05/2017;0.007407586
16/05/2017;0.010319181
16/05/2017;0.036404173
16/05/2017;0
16/05/2017;0.000463158
16/05/2017;0.010648603
16/05/2017;0.013107251
16/05/2017;0.003606893
16/05/2017;0.01441149
16/05/2017;0
16/05/2017;0.01319221
16/05/2017;0.011279707
16/05/2017;0.014308772
16/05/2017;0.008794629
16/05/2017;0.007187784
16/05/2017;0.011997631
16/05/2017;0.013798718
16/05/2017;0.016211657
16/05/2017;0.034297609
16/05/2017;0.03829388
16/05/2017;0.038022689
17/05/2017;0.043721189
17/05/2017;0.051569719
17/05/2017;0.074366126
17/05/2017;0.016565141
17/05/2017;0.022441853
17/05/2017;0.022081957
17/05/2017;0.026697293
17/05/2017;0.028562237
17/05/2017;0.020102925
17/05/2017;0.025613595
17/05/2017;0.039133373
17/05/2017;0.035092215
17/05/2017;0.045646784
17/05/2017;0.046171267
17/05/2017;0.053375349
17/05/2017;0.04190888
17/05/2017;0.070485813
17/05/2017;0.091017568
17/05/2017;0.051039626
17/05/2017;0
17/05/2017;0
17/05/2017;0
17/05/2017;0.025049715
17/05/2017;0.133789354
17/05/2017;0.042222383
17/05/2017;0.046932621
17/05/2017;0.05002623
17/05/2017;0.052409902
17/05/2017;0
17/05/2017;0.00440699
17/05/2017;0
17/05/2017;0.00255745
17/05/2017;0
17/05/2017;0
17/05/2017;0
17/05/2017;0
17/05/2017;0
17/05/2017;0.001030936
17/05/2017;0.001766799
17/05/2017;0.004451976
17/05/2017;0
17/05/2017;0
17/05/2017;0.008372829
17/05/2017;0.018523063
17/05/2017;0.025976275
17/05/2017;0.022620159
17/05/2017;0
17/05/2017;0
18/05/2017;0.007126976
18/05/2017;0.053065142
18/05/2017;0.035552962
18/05/2017;0
18/05/2017;0.000566885
18/05/2017;0
18/05/2017;0
18/05/2017;0.058653636
18/05/2017;0.06980841
18/05/2017;0.036484831
18/05/2017;0.074454424
18/05/2017;0.076651752
18/05/2017;0
18/05/2017;0.003399874
18/05/2017;0.006038635
18/05/2017;0
18/05/2017;0
18/05/2017;0
18/05/2017;0
18/05/2017;0.002587926
18/05/2017;0.003564876
18/05/2017;0.004381583
18/05/2017;0.004245763
18/05/2017;0.0040327
18/05/2017;0.002617313
18/05/2017;0
18/05/2017;0.003269542
18/05/2017;0.024264184
18/05/2017;0.012549913
18/05/2017;0.001581191
18/05/2017;0
18/05/2017;0
18/05/2017;0
18/05/2017;0
18/05/2017;0.004802041
18/05/2017;0.005694138
18/05/2017;0.00508146
18/05/2017;0.001201427
18/05/2017;0.000163638
18/05/2017;0.002702728
18/05/2017;0
18/05/2017;0.007040048
18/05/2017;0.008216137
18/05/2017;0.012634519
18/05/2017;0.008276321
18/05/2017;0.012357172
18/05/2017;0
18/05/2017;0.012311416
19/05/2017;0.041257346
19/05/2017;0.004138018
19/05/2017;0.008957964
19/05/2017;0
19/05/2017;0.006469152
19/05/2017;0.011280989
19/05/2017;0.004906405
19/05/2017;0.006753952
19/05/2017;0
19/05/2017;0
19/05/2017;0.001691793
19/05/2017;0
19/05/2017;0.001474776
19/05/2017;0.004188393
19/05/2017;0.017471241
19/05/2017;0.001135036
19/05/2017;0.004236083
19/05/2017;0
19/05/2017;0.005045978
19/05/2017;0
19/05/2017;0.007981045
19/05/2017;0
19/05/2017;0
19/05/2017;0.005352703
19/05/2017;0.027574323
19/05/2017;0.017310779
19/05/2017;0.056106858
19/05/2017;0.044865868
19/05/2017;0
19/05/2017;0.006443084
19/05/2017;0.011825847
19/05/2017;0.006173702
19/05/2017;0.009296442
19/05/2017;0.018538486
19/05/2017;0.008535396
19/05/2017;0.002868478
19/05/2017;0.001775485
19/05/2017;0.000363752
19/05/2017;0
19/05/2017;0.001848579
19/05/2017;0.005698368
19/05/2017;0.038948314
19/05/2017;0.118585516
19/05/2017;0
19/05/2017;0
19/05/2017;0
19/05/2017;0
19/05/2017;0.007338816
20/05/2017;0.026104653
20/05/2017;0.047312347
20/05/2017;0.059761712
20/05/2017;0.042408682
20/05/2017;0.045090618
20/05/2017;0.043322388
20/05/2017;0.046633523
20/05/2017;0.05453716
20/05/2017;0.035705604
20/05/2017;0.051416311
20/05/2017;0.059028904
20/05/2017;0.042735772
20/05/2017;0.039588266
20/05/2017;0.038258112
20/05/2017;0.033094585
20/05/2017;0.037758843
20/05/2017;0.036321223
20/05/2017;0.056856296
20/05/2017;0.044472819
20/05/2017;0.069346065
20/05/2017;0.067353013
20/05/2017;0.075897753
20/05/2017;0.076203887
20/05/2017;0.067422589
20/05/2017;0.067877765
20/05/2017;0.068693059
20/05/2017;0.070791899
20/05/2017;0.072520731
20/05/2017;0.067381011
20/05/2017;0.069594023
20/05/2017;0.067240183
20/05/2017;0.067765438
20/05/2017;0.045299177
20/05/2017;0.060744323
20/05/2017;0.061846135
20/05/2017;0.062845175
20/05/2017;0.061070575
20/05/2017;0.070944463
20/05/2017;0.073124783
20/05/2017;0.074487294
20/05/2017;0.079292715
20/05/2017;0.074327353
20/05/2017;0.073528154
20/05/2017;0.08137764
20/05/2017;0.066618025
20/05/2017;0.076418817
20/05/2017;0.091017318
20/05/2017;0.078308092
21/05/2017;0.083294075
21/05/2017;0.068747211
21/05/2017;0.058360473
21/05/2017;0.060929747
21/05/2017;0.056405479
21/05/2017;0.059130836
21/05/2017;0.062540216
21/05/2017;0.058940048
21/05/2017;0.058720591
21/05/2017;0.058284527
21/05/2017;0.060550349
21/05/2017;0.062235424
21/05/2017;0.055356645
21/05/2017;0.058068591
21/05/2017;0.059140225
21/05/2017;0.0570724
21/05/2017;0.061714695
21/05/2017;0.059060925
21/05/2017;0.058932168
21/05/2017;0.061339657
21/05/2017;0.061176363
21/05/2017;0.057762122
21/05/2017;0.064226128
21/05/2017;0.015054013
21/05/2017;0.012156979
21/05/2017;0.01116498
21/05/2017;0
21/05/2017;0
21/05/2017;0.000893897
21/05/2017;0
21/05/2017;0.018995016
21/05/2017;0.026240033
21/05/2017;0.034449655
21/05/2017;0.038575837
21/05/2017;0.041499621
21/05/2017;0.038472662
21/05/2017;0.044073102
21/05/2017;0.049383177
21/05/2017;0.043487952
21/05/2017;0.0411616
21/05/2017;0.042674343
21/05/2017;0.042266392
21/05/2017;0.04218549
21/05/2017;0.043119306
21/05/2017;0.043525128
21/05/2017;0.043834325
21/05/2017;0.044791396
21/05/2017;0.038883233
22/05/2017;0.037908639
22/05/2017;0.041738398
22/05/2017;0.060527883
22/05/2017;0.060120915
22/05/2017;0.045251099
22/05/2017;0.023908441
22/05/2017;0.047806073
22/05/2017;0.051103416
22/05/2017;0.044297139
22/05/2017;0.056340286
22/05/2017;0.051854465
22/05/2017;0.061063247
22/05/2017;0.119331105
22/05/2017;0.108974624
22/05/2017;0.188110043
22/05/2017;0.197248567
22/05/2017;0.019667292
22/05/2017;0
22/05/2017;0
22/05/2017;0.00376458
22/05/2017;0
22/05/2017;0.004073244
22/05/2017;0.002206485
22/05/2017;0
22/05/2017;0.007827651
22/05/2017;0.007649989
22/05/2017;0.07254464
22/05/2017;0
22/05/2017;0
22/05/2017;0
22/05/2017;0.00029582
22/05/2017;0
22/05/2017;0.002089136
22/05/2017;0.002207529
22/05/2017;0.002200261
22/05/2017;0.002176189
22/05/2017;0.002165289
22/05/2017;0.0021503
22/05/2017;0.002151209
22/05/2017;0
22/05/2017;0
22/05/2017;0
22/05/2017;0.008907696
22/05/2017;0
22/05/2017;0.128005088
22/05/2017;0.09462466
22/05/2017;0.103110034
22/05/2017;0.112105929
23/05/2017;0.158291463
23/05/2017;0.045485126
23/05/2017;0.043146041
23/05/2017;0.03710429
23/05/2017;0
23/05/2017;0
23/05/2017;0.029097776
23/05/2017;0
23/05/2017;0.021231892
23/05/2017;0.027890448
23/05/2017;0.029510592
23/05/2017;0.028803369
23/05/2017;0.029159753
23/05/2017;0.029530067
23/05/2017;0.029215193
23/05/2017;0.025769064
23/05/2017;0.024850314
23/05/2017;0.029749271
23/05/2017;0.022356199
23/05/2017;0.033864809
23/05/2017;0.02757401
23/05/2017;0.026035179
23/05/2017;0.048918489
23/05/2017;0.052178253
23/05/2017;0.096655099
23/05/2017;0.075524279
23/05/2017;0.077520567
23/05/2017;0.076896363
23/05/2017;0.065626004
23/05/2017;0.061207533
23/05/2017;0.060263906
23/05/2017;0.049912724
23/05/2017;0.055874434
23/05/2017;0.044148183
23/05/2017;0.087967277
23/05/2017;0.124945288
23/05/2017;0.107878546
23/05/2017;0.101732319
23/05/2017;0.097954683
23/05/2017;0.086872681
23/05/2017;0.093209254
23/05/2017;0.083811935
23/05/2017;0.090988788
23/05/2017;0.086384235
23/05/2017;0.083389733
23/05/2017;0.088509457
23/05/2017;0.096668178
23/05/2017;0.090754374
24/05/2017;0.09821497
24/05/2017;0.090729639
24/05/2017;0.091984586
24/05/2017;0.090988788
24/05/2017;0.089213979
24/05/2017;0.089021359
24/05/2017;0.092572683
24/05/2017;0.096879136
24/05/2017;0.102801469
24/05/2017;0.056362169
24/05/2017;0.057763536
24/05/2017;0.057439137
24/05/2017;0.051899202
24/05/2017;0.048911666
24/05/2017;0.050046065
24/05/2017;0.045567746
24/05/2017;0.047354639
24/05/2017;0.047394016
24/05/2017;0.049783931
24/05/2017;0.047086249
24/05/2017;0.055834062
24/05/2017;0.058780373
24/05/2017;0.056975853
24/05/2017;0.060677578
24/05/2017;0.065490388
24/05/2017;0.058619595
24/05/2017;0.078024649
24/05/2017;0.03688163
24/05/2017;0.01394629
24/05/2017;0.018989677
24/05/2017;0.038189885
24/05/2017;0.05022774
24/05/2017;0.087965571
24/05/2017;0.089765257
24/05/2017;0.100415534
24/05/2017;0.08277477
24/05/2017;0.094060196
24/05/2017;0.115509586
24/05/2017;0.138345702
24/05/2017;0.101313387
24/05/2017;0.102844542
24/05/2017;0.11271268
24/05/2017;0.136404997
24/05/2017;0.094048397
24/05/2017;0.126498335
24/05/2017;0.123691194
24/05/2017;0.121020522
24/05/2017;0.120742039
25/05/2017;0.136017624
25/05/2017;0.142819472
25/05/2017;0.046296861
25/05/2017;0.05117421
25/05/2017;0
25/05/2017;0.04394146
25/05/2017;0.092685667
25/05/2017;0.056744013
25/05/2017;0
25/05/2017;0
25/05/2017;0.030224047
25/05/2017;0.027176973
25/05/2017;0.022786828
25/05/2017;0.017679306
25/05/2017;0.014016169
25/05/2017;0.016323571
25/05/2017;0.017163501
25/05/2017;0.009048745
25/05/2017;0.046804464
25/05/2017;0.087203188
25/05/2017;0.059318072
25/05/2017;0.060438595
25/05/2017;0.065233468
25/05/2017;0.064562131
25/05/2017;0.052935945
25/05/2017;0.048987862
25/05/2017;0.059154096
25/05/2017;0.065641627
25/05/2017;0
25/05/2017;0.003414915
25/05/2017;0
25/05/2017;0.017434659
25/05/2017;0
25/05/2017;0.020615578
25/05/2017;0
25/05/2017;0.011794328
25/05/2017;0.006661821
25/05/2017;0.007429715
25/05/2017;0.012071769
25/05/2017;0
25/05/2017;0.014435828
25/05/2017;0.012155114
25/05/2017;0
25/05/2017;0
25/05/2017;0
25/05/2017;0.042725179
25/05/2017;0.021365955
25/05/2017;0.009660745
26/05/2017;0.015610708
26/05/2017;0
26/05/2017;0.010733712
26/05/2017;0
26/05/2017;0
26/05/2017;0
26/05/2017;0.000676751
26/05/2017;0.005486742
26/05/2017;0.003634672
26/05/2017;0.011504964
26/05/2017;0.053433033
26/05/2017;0.041357632
26/05/2017;0.02647985
26/05/2017;0.033513727
26/05/2017;0.055763617
26/05/2017;0.076039002
26/05/2017;0.07841929
26/05/2017;0.061138479
26/05/2017;0.058978786
26/05/2017;0.073221556
26/05/2017;0.067823665
26/05/2017;0.059397234
26/05/2017;0.041127155
26/05/2017;0.043170363
26/05/2017;0.040896006
26/05/2017;0.038669338
26/05/2017;0.040907232
26/05/2017;0.042437095
26/05/2017;0.041499834
26/05/2017;0.042341815
26/05/2017;0.041815229
26/05/2017;0.039189591
26/05/2017;0.033446368
26/05/2017;0.048341614
26/05/2017;0.057094187
26/05/2017;0.066441473
26/05/2017;0.090273808
26/05/2017;0.056540543
26/05/2017;0.02903621
26/05/2017;0.030612898
26/05/2017;0.030635831
26/05/2017;0.033997422
26/05/2017;0.01284417
26/05/2017;0.016041299
26/05/2017;0.021711406
26/05/2017;0.017297027
26/05/2017;0.017764794
26/05/2017;0.014315982
27/05/2017;0.011743885
27/05/2017;0
27/05/2017;0
27/05/2017;0
27/05/2017;0.039254626
27/05/2017;0.057796111
27/05/2017;0.053232467
27/05/2017;0.144400679
27/05/2017;0.081686971
27/05/2017;0.165218975
27/05/2017;0.006291607
27/05/2017;0
27/05/2017;0.008148695
27/05/2017;0.005030974
27/05/2017;0.004064952
27/05/2017;0.020827842
27/05/2017;0.028348751
27/05/2017;0.053738079
27/05/2017;0
27/05/2017;0.005669403
27/05/2017;0
27/05/2017;0
27/05/2017;0
27/05/2017;0.056312564
27/05/2017;0.022665464
27/05/2017;0.026370142
27/05/2017;0.041302315
27/05/2017;0.022340799
27/05/2017;0.024062232
27/05/2017;0.018904269
27/05/2017;0
27/05/2017;0
27/05/2017;0.011270899
27/05/2017;0.016373063
27/05/2017;0
27/05/2017;0
27/05/2017;0.008321501
27/05/2017;0.014735642
27/05/2017;0.014334744
27/05/2017;0.015907015
27/05/2017;0.021855806
